Player.Defender,49,17.0,25.0
Player.Defender,98,17.0,25.0
Player.Defender,147,17.0,25.0
Player.Defender,196,17.0,25.0
Player.Defender,245,17.0,25.0
Player.Defender,294,17.0,25.0
Player.Defender,343,17.0,25.0
Player.Defender,392,17.0,25.0
Player.Defender,441,17.0,25.0
Player.Defender,490,17.0,25.0
Player.Defender,539,17.0,25.0
Player.Defender,588,17.0,25.0
Player.Defender,637,17.0,25.0
Player.Defender,686,17.0,25.0
Player.Defender,735,17.0,25.0
Player.Defender,784,17.0,25.0
Player.Defender,833,17.0,25.0
Player.Defender,882,17.0,25.0
Player.Defender,931,17.0,25.0
Player.Defender,980,17.0,25.0
Player.Defender,1029,17.0,25.0
Player.Defender,1078,17.0,25.0
Player.Defender,1127,17.0,25.0
Player.Defender,1176,17.0,25.0
Player.Defender,1225,17.0,25.0
Player.Defender,1274,17.0,25.0
Player.Defender,1323,17.0,25.0
Player.Defender,1372,17.0,25.0
Player.Defender,1421,17.0,25.0
Player.Defender,1470,17.0,25.0
Player.Defender,1519,17.0,25.0
Player.Defender,1568,17.0,25.0
Player.Defender,1617,17.0,25.0
Player.Defender,1666,17.0,25.0
Player.Defender,1715,17.0,25.0
Player.Defender,1764,17.0,25.0
Player.Defender,1813,17.0,25.0
Player.Defender,1862,17.0,25.0
Player.Defender,1911,17.0,25.0
Player.Defender,1960,17.0,25.0
Player.Defender,2009,17.0,25.0
Player.Defender,2058,17.0,25.0
Player.Defender,2107,17.0,25.0
Player.Defender,2156,17.0,25.0
Player.Defender,2205,17.0,25.0
Player.Defender,2254,17.0,25.0
Player.Defender,2303,17.0,25.0
Player.Defender,2352,17.0,25.0
Player.Defender,2401,17.0,25.0
Player.Defender,2450,17.0,25.0
