Player.Attacker,24,0,9999
Player.Attacker,48,0,9999
Player.Attacker,72,0,9999
Player.Attacker,96,0,9999
Player.Attacker,120,0,9999
Player.Attacker,144,0,9999
Player.Attacker,168,0,9999
Player.Attacker,192,0,9999
Player.Attacker,216,0,9999
Player.Attacker,240,0,9999
Player.Attacker,264,0,9999
Player.Attacker,288,0,9999
Player.Attacker,312,0,9999
Player.Attacker,336,0,9999
Player.Attacker,360,0,9999
Player.Attacker,384,0,9999
Player.Attacker,408,0,9999
Player.Attacker,432,0,9999
Player.Attacker,456,0,9999
Player.Attacker,480,0,9999
Player.Attacker,504,0,9999
Player.Attacker,528,0,9999
Player.Attacker,552,0,9999
Player.Attacker,576,0,9999
Player.Attacker,600,0,9999
Player.Attacker,624,0,9999
Player.Attacker,648,0,9999
Player.Attacker,672,0,9999
Player.Attacker,696,0,9999
Player.Attacker,720,0,9999
Player.Attacker,744,0,9999
Player.Attacker,768,0,9999
Player.Attacker,792,0,9999
Player.Attacker,816,0,9999
Player.Attacker,840,0,9999
Player.Attacker,864,0,9999
Player.Attacker,888,0,9999
Player.Attacker,912,0,9999
Player.Attacker,936,0,9999
Player.Attacker,960,0,9999
Player.Attacker,984,0,9999
Player.Attacker,1008,0,9999
Player.Attacker,1032,0,9999
Player.Attacker,1056,0,9999
Player.Attacker,1080,0,9999
Player.Attacker,1104,0,9999
Player.Attacker,1128,0,9999
Player.Attacker,1152,0,9999
Player.Attacker,1176,0,9999
Player.Attacker,1200,0,9999
