Player.Defender,49,-6.0,1991.0
Player.Defender,98,-12.0,1991.0
Player.Attacker,143,-12.0,8966.0
Player.Defender,192,-6940.0,8966.0
Player.Defender,241,-6940.0,8966.0
Player.Defender,290,-6975.0,8966.0
Player.Defender,339,-6975.0,8966.0
Player.Defender,388,-6975.0,8966.0
Player.Defender,437,-6975.0,8966.0
Player.Defender,486,-6975.0,8966.0
Player.Attacker,527,-6975.0,8983.0
Player.Defender,576,-6975.0,8983.0
Player.Defender,625,-6975.0,8983.0
Player.Defender,674,-6975.0,9011.0
Player.Attacker,709,-6975.0,9011.0
Player.Defender,758,-6975.0,9011.0
Player.Attacker,803,-6975.0,9011.0
Player.Defender,852,-6975.0,9011.0
Player.Defender,901,-6975.0,9011.0
Player.Defender,950,-6975.0,9011.0
